Period,Open,High,Low,Close
2016-10-18,18145.060000,18225.800000,18129.450000,18161.940000
2016-10-17,18135.850000,18162.280000,18063.020000,18086.400000
2016-10-14,18177.350000,18261.110000,18138.380000,18138.380000
2016-10-13,18088.320000,18137.700000,17959.950000,18098.940000
2016-10-12,18132.630000,18193.960000,18082.090000,18144.200000
2016-10-11,18308.430000,18312.330000,18061.960000,18128.660000
2016-10-10,18282.950000,18399.960000,18282.950000,18329.040000
2016-10-07,18295.350000,18319.730000,18149.350000,18240.490000
2016-10-06,18280.420000,18288.120000,18162.970000,18268.500000
2016-10-05,18205.500000,18315.820000,18205.500000,18281.030000
2016-10-04,18267.680000,18313.770000,18116.260000,18168.450000
2016-10-03,18279.600000,18279.800000,18203.750000,18253.850000
2016-09-30,18181.800000,18369.620000,18181.800000,18308.150000
2016-09-29,18322.880000,18366.230000,18091.640000,18143.450000
2016-09-28,18240.220000,18349.860000,18179.340000,18339.240000
2016-09-27,18099.210000,18238.100000,18052.160000,18228.300000
2016-09-26,18217.760000,18217.760000,18083.320000,18094.830000
2016-09-23,18377.360000,18383.760000,18254.840000,18261.450000
2016-09-22,18343.760000,18449.880000,18343.760000,18392.460000
2016-09-21,18164.960000,18307.430000,18121.570000,18293.700000
2016-09-20,18175.360000,18227.210000,18128.800000,18129.960000
2016-09-19,18154.820000,18254.880000,18093.050000,18120.170000
2016-09-16,18217.210000,18217.210000,18070.210000,18123.800000
2016-09-15,18024.910000,18250.110000,18015.490000,18212.480000
2016-09-14,18073.390000,18163.480000,17992.210000,18034.770000
2016-09-13,18262.990000,18262.990000,18028.060000,18066.750000
2016-09-12,18028.950000,18358.690000,17994.840000,18325.070000
2016-09-09,18404.170000,18404.170000,18085.450000,18085.450000
2016-09-08,18486.690000,18506.240000,18446.690000,18479.910000
2016-09-07,18527.710000,18536.890000,18474.770000,18526.140000
2016-09-06,18493.400000,18551.540000,18450.320000,18538.120000
2016-09-02,18466.010000,18544.760000,18439.100000,18491.960000
2016-09-01,18396.570000,18430.050000,18295.480000,18419.300000
2016-08-31,18436.700000,18439.680000,18333.560000,18400.880000
2016-08-30,18491.280000,18514.290000,18408.520000,18454.300000
2016-08-29,18421.290000,18523.090000,18419.920000,18502.990000
2016-08-26,18467.920000,18572.090000,18335.340000,18395.400000
2016-08-25,18471.210000,18497.680000,18431.460000,18448.410000
2016-08-24,18537.500000,18539.150000,18448.270000,18481.480000
2016-08-23,18568.940000,18631.600000,18545.520000,18547.300000
2016-08-22,18535.860000,18570.920000,18466.860000,18529.420000
2016-08-19,18585.170000,18585.170000,18491.240000,18552.570000
2016-08-18,18566.540000,18600.820000,18533.290000,18597.700000
2016-08-17,18537.090000,18582.350000,18468.680000,18573.940000
2016-08-16,18614.480000,18614.860000,18550.650000,18552.020000
2016-08-15,18588.590000,18668.440000,18588.590000,18636.050000
2016-08-12,18595.650000,18606.060000,18535.860000,18576.470000
2016-08-11,18519.080000,18638.340000,18519.080000,18613.520000
2016-08-10,18541.480000,18561.750000,18468.780000,18495.660000
2016-08-09,18538.050000,18585.320000,18507.750000,18533.050000
2016-08-08,18540.650000,18569.310000,18502.030000,18529.290000
2016-08-05,18402.800000,18543.530000,18402.800000,18543.530000
2016-08-04,18351.430000,18397.870000,18325.170000,18352.050000
2016-08-03,18313.080000,18355.000000,18283.230000,18355.000000
2016-08-02,18401.150000,18403.650000,18247.790000,18313.770000
2016-08-01,18434.500000,18467.030000,18355.750000,18404.510000
2016-07-29,18442.520000,18466.550000,18371.120000,18432.240000
2016-07-28,18461.010000,18483.260000,18368.820000,18456.350000
2016-07-27,18473.270000,18542.390000,18430.940000,18472.170000
2016-07-26,18497.370000,18522.470000,18387.220000,18473.750000
2016-07-25,18554.490000,18555.690000,18452.620000,18493.060000
2016-07-22,18524.150000,18571.300000,18491.590000,18570.850000
2016-07-21,18589.960000,18590.440000,18469.670000,18517.230000
2016-07-20,18582.700000,18622.010000,18555.650000,18595.030000
2016-07-19,18503.120000,18562.530000,18495.110000,18559.010000
2016-07-18,18521.550000,18556.130000,18489.840000,18533.050000
2016-07-15,18508.880000,18557.430000,18471.620000,18516.550000
2016-07-14,18414.300000,18537.570000,18414.300000,18506.410000
2016-07-13,18356.780000,18390.160000,18315.760000,18372.120000
2016-07-12,18259.120000,18371.950000,18259.120000,18347.670000
2016-07-11,18161.530000,18283.900000,18161.530000,18226.930000
2016-07-08,17971.220000,18166.770000,17971.220000,18146.740000
2016-07-07,17924.240000,17984.950000,17816.650000,17895.880000
2016-07-06,17807.470000,17926.910000,17713.450000,17918.620000
2016-07-05,17904.450000,17904.450000,17785.280000,17840.620000
2016-07-01,17924.240000,18002.380000,17916.910000,17949.370000
2016-06-30,17712.760000,17930.610000,17711.800000,17929.990000
2016-06-29,17456.020000,17704.510000,17456.020000,17694.680000
2016-06-28,17190.510000,17409.720000,17190.510000,17409.720000
2016-06-27,17355.210000,17355.210000,17063.080000,17140.240000
2016-06-24,17946.630000,17946.630000,17356.340000,17400.750000
2016-06-23,17844.110000,18011.070000,17844.110000,18011.070000
2016-06-22,17832.670000,17920.160000,17770.360000,17780.830000
2016-06-21,17827.330000,17877.840000,17799.800000,17829.730000
2016-06-20,17736.870000,17946.360000,17736.870000,17804.870000
2016-06-17,17733.440000,17733.440000,17602.780000,17675.160000
2016-06-16,17602.230000,17754.910000,17471.290000,17733.100000
2016-06-15,17703.650000,17762.960000,17629.010000,17640.170000
2016-06-14,17710.770000,17733.920000,17595.790000,17674.820000
2016-06-13,17830.500000,17893.280000,17731.350000,17732.480000
2016-06-10,17938.820000,17938.820000,17812.340000,17865.340000
2016-06-09,17969.980000,18005.220000,17915.880000,17985.190000
2016-06-08,17931.910000,18016.000000,17931.910000,18005.050000
2016-06-07,17936.220000,18003.230000,17936.220000,17938.280000
2016-06-06,17825.690000,17949.680000,17822.810000,17920.330000
2016-06-03,17799.800000,17833.170000,17689.680000,17807.060000
2016-06-02,17789.050000,17838.560000,17703.550000,17838.560000
2016-06-01,17754.550000,17809.180000,17664.790000,17789.670000
2016-05-31,17891.500000,17899.240000,17724.030000,17787.200000
2016-05-27,17826.850000,17873.220000,17824.730000,17873.220000
2016-05-26,17859.520000,17888.660000,17803.820000,17828.290000
2016-05-25,17735.090000,17891.710000,17735.090000,17851.510000
2016-05-24,17525.190000,17742.590000,17525.190000,17706.050000
2016-05-23,17507.040000,17550.700000,17480.050000,17492.930000
2016-05-20,17437.320000,17571.750000,17437.320000,17500.940000
2016-05-19,17514.160000,17514.160000,17331.070000,17435.400000
2016-05-18,17501.280000,17636.220000,17418.210000,17526.620000
2016-05-17,17701.460000,17701.460000,17469.920000,17529.980000
2016-05-16,17531.760000,17755.800000,17531.760000,17710.710000
2016-05-13,17711.120000,17734.740000,17512.480000,17535.320000
2016-05-12,17722.010000,17798.190000,17625.380000,17720.500000
2016-05-11,17919.030000,17919.030000,17711.050000,17711.120000
2016-05-10,17726.660000,17934.610000,17726.660000,17928.350000
2016-05-09,17743.850000,17783.160000,17668.380000,17705.910000
2016-05-06,17650.300000,17744.540000,17580.380000,17740.630000
2016-05-05,17664.480000,17736.110000,17615.820000,17660.710000
2016-05-04,17735.020000,17738.060000,17609.010000,17651.260000
2016-05-03,17870.750000,17870.750000,17670.880000,17750.910000
2016-05-02,17783.780000,17912.350000,17773.710000,17891.160000
2016-04-29,17813.090000,17814.830000,17651.980000,17773.640000
2016-04-28,18023.880000,18035.730000,17796.550000,17830.760000
2016-04-27,17996.140000,18084.660000,17920.260000,18041.550000
2016-04-26,17987.380000,18043.770000,17934.170000,17990.320000
2016-04-25,17990.940000,17990.940000,17855.550000,17977.240000
2016-04-22,17985.050000,18026.850000,17909.890000,18003.750000
2016-04-21,18092.840000,18107.290000,17963.890000,17982.520000
2016-04-20,18059.490000,18167.630000,18031.210000,18096.270000
2016-04-19,18012.100000,18103.460000,17984.430000,18053.600000
2016-04-18,17890.200000,18009.530000,17848.220000,18004.160000
2016-04-15,17925.950000,17937.650000,17867.410000,17897.460000
2016-04-14,17912.250000,17962.140000,17885.440000,17926.430000
2016-04-13,17741.660000,17918.350000,17741.660000,17908.280000
2016-04-12,17571.340000,17744.430000,17553.570000,17721.250000
2016-04-11,17586.480000,17731.630000,17555.900000,17556.410000
2016-04-08,17555.390000,17694.510000,17528.160000,17576.960000
2016-04-07,17687.280000,17687.280000,17484.230000,17541.960000
2016-04-06,17605.450000,17723.550000,17542.540000,17716.050000
2016-04-05,17718.030000,17718.030000,17579.560000,17603.320000
2016-04-04,17799.390000,17806.380000,17710.670000,17737.000000
2016-04-01,17661.740000,17811.480000,17568.020000,17792.750000
2016-03-31,17716.050000,17755.700000,17669.720000,17685.090000
2016-03-30,17652.360000,17790.110000,17652.360000,17716.660000
2016-03-29,17512.580000,17642.810000,17434.270000,17633.110000
2016-03-28,17526.080000,17583.810000,17493.030000,17535.390000
2016-03-24,17485.330000,17517.140000,17399.010000,17515.730000
2016-03-23,17588.810000,17588.810000,17486.270000,17502.590000
2016-03-22,17602.710000,17648.940000,17540.420000,17582.570000
2016-03-21,17589.700000,17644.970000,17551.280000,17623.870000
2016-03-18,17481.490000,17620.580000,17481.490000,17602.300000
2016-03-17,17321.380000,17529.010000,17297.650000,17481.490000
2016-03-16,17249.340000,17379.180000,17204.070000,17325.760000
2016-03-15,17217.150000,17251.700000,17120.350000,17251.530000
2016-03-14,17207.490000,17275.070000,17161.160000,17229.130000
2016-03-11,17014.990000,17220.090000,17014.990000,17213.310000
2016-03-10,17006.050000,17130.110000,16821.860000,16995.130000
2016-03-09,16969.170000,17048.500000,16947.940000,17000.360000
2016-03-08,17050.670000,17072.790000,16921.510000,16964.100000
2016-03-07,16991.290000,17099.250000,16940.480000,17073.950000
2016-03-04,16945.000000,17062.380000,16898.840000,17006.770000
2016-03-03,16896.170000,16944.310000,16820.730000,16943.900000
2016-03-02,16851.170000,16900.170000,16766.320000,16899.320000
2016-03-01,16545.670000,16865.560000,16545.670000,16865.080000
2016-02-29,16634.150000,16726.120000,16510.400000,16516.500000
2016-02-26,16712.700000,16795.980000,16623.910000,16639.970000
2016-02-25,16504.380000,16697.980000,16458.420000,16697.290000
2016-02-24,16418.840000,16507.390000,16165.860000,16484.990000
2016-02-23,16610.390000,16610.390000,16403.530000,16431.780000
2016-02-22,16417.130000,16664.240000,16417.130000,16620.660000
2016-02-19,16410.960000,16410.960000,16278.000000,16391.990000
2016-02-18,16483.760000,16511.840000,16390.430000,16413.430000
2016-02-17,16217.980000,16486.120000,16217.980000,16453.830000
2016-02-16,16012.390000,16196.410000,16012.390000,16196.410000
2016-02-12,15691.620000,15974.040000,15691.620000,15973.840000
2016-02-11,15897.820000,15897.820000,15503.010000,15660.180000
2016-02-10,16035.610000,16201.890000,15899.910000,15914.740000
2016-02-09,16005.410000,16136.620000,15881.110000,16014.380000
2016-02-08,16147.510000,16147.510000,15803.550000,16027.050000
2016-02-05,16417.950000,16423.630000,16129.810000,16204.970000
2016-02-04,16329.670000,16485.840000,16266.160000,16416.580000
2016-02-03,16186.200000,16381.690000,15960.450000,16336.660000
2016-02-02,16420.210000,16420.210000,16108.440000,16153.540000
2016-02-01,16453.630000,16510.980000,16299.470000,16449.180000
2016-01-29,16090.260000,16466.300000,16090.260000,16466.300000
2016-01-28,15960.280000,16102.140000,15863.720000,16069.640000
2016-01-27,16168.740000,16235.030000,15878.300000,15944.460000
2016-01-26,15893.160000,16185.790000,15893.160000,16167.230000
2016-01-25,16086.460000,16086.460000,15880.150000,15885.220000
2016-01-22,15921.100000,16136.790000,15921.100000,16093.510000
2016-01-21,15768.870000,16038.590000,15704.660000,15882.680000
2016-01-20,15989.450000,15989.450000,15450.560000,15766.740000
2016-01-19,16009.450000,16171.960000,15900.250000,16016.020000
2016-01-15,16354.330000,16354.330000,15842.110000,15988.080000
2016-01-14,16159.010000,16482.050000,16075.120000,16379.050000
2016-01-13,16526.630000,16593.510000,16123.200000,16151.410000
2016-01-12,16419.110000,16591.350000,16322.070000,16516.220000
2016-01-11,16358.710000,16461.850000,16232.030000,16398.570000
2016-01-08,16519.170000,16651.890000,16314.570000,16346.450000
2016-01-07,16888.360000,16888.360000,16463.630000,16514.100000
2016-01-06,17154.830000,17154.830000,16817.620000,16906.510000
2016-01-05,17147.500000,17195.840000,17038.610000,17158.660000
2016-01-04,17405.480000,17405.480000,16957.630000,17148.940000
2015-12-31,17590.660000,17590.660000,17421.160000,17425.030000
2015-12-30,17711.940000,17714.130000,17588.870000,17603.870000
2015-12-29,17547.370000,17750.020000,17547.370000,17720.980000
2015-12-28,17535.660000,17536.900000,17437.340000,17528.270000
2015-12-24,17593.260000,17606.340000,17543.950000,17552.170000
2015-12-23,17427.630000,17607.920000,17427.630000,17602.610000
2015-12-22,17253.550000,17451.110000,17242.860000,17417.270000
2015-12-21,17154.940000,17272.360000,17116.730000,17251.620000
2015-12-18,17495.040000,17496.580000,17124.310000,17128.550000
2015-12-17,17756.540000,17796.760000,17493.500000,17495.840000
2015-12-16,17530.850000,17784.360000,17483.680000,17749.090000
2015-12-15,17374.780000,17627.630000,17341.180000,17524.910000
2015-12-14,17277.110000,17378.020000,17138.470000,17368.500000
2015-12-11,17574.750000,17574.750000,17230.500000,17265.210000
2015-12-10,17493.170000,17697.740000,17474.660000,17574.750000
2015-12-09,17558.180000,17767.690000,17403.510000,17492.300000
2015-12-08,17703.990000,17703.990000,17485.390000,17568.000000
2015-12-07,17845.490000,17845.490000,17639.250000,17730.510000
2015-12-04,17482.680000,17866.470000,17482.680000,17847.630000
2015-12-03,17741.570000,17780.590000,17425.560000,17477.670000
2015-12-02,17883.140000,17901.580000,17708.200000,17729.680000
2015-12-01,17719.720000,17895.500000,17719.720000,17888.350000
2015-11-30,17802.840000,17837.240000,17719.790000,17719.920000
2015-11-27,17806.040000,17830.360000,17749.320000,17798.490000
2015-11-25,17820.810000,17854.920000,17801.830000,17813.390000
2015-11-24,17770.900000,17862.600000,17683.510000,17812.190000
2015-11-23,17823.610000,17868.180000,17751.530000,17792.680000
2015-11-20,17732.750000,17914.340000,17732.750000,17823.810000
2015-11-19,17739.830000,17772.970000,17681.980000,17732.750000
2015-11-18,17485.490000,17752.160000,17485.490000,17737.160000
2015-11-17,17486.990000,17599.330000,17451.410000,17489.500000
2015-11-16,17229.940000,17483.010000,17210.430000,17483.010000
2015-11-13,17439.250000,17439.250000,17238.890000,17245.240000
2015-11-12,17691.930000,17691.930000,17443.500000,17448.070000
2015-11-11,17769.500000,17807.180000,17696.910000,17702.220000
2015-11-10,17724.130000,17768.660000,17657.720000,17758.210000
2015-11-09,17900.780000,17900.780000,17667.780000,17730.480000
2015-11-06,17855.220000,17912.040000,17768.600000,17910.330000
2015-11-05,17871.250000,17929.510000,17779.190000,17863.430000
2015-11-04,17929.580000,17964.120000,17828.830000,17867.580000
2015-11-03,17819.740000,17977.850000,17796.020000,17918.150000
2015-11-02,17672.620000,17845.900000,17655.020000,17828.760000
2015-10-30,17756.600000,17799.960000,17662.870000,17663.540000
2015-10-29,17771.500000,17786.000000,17684.720000,17755.800000
2015-10-28,17586.690000,17779.950000,17556.710000,17779.520000
2015-10-27,17608.890000,17635.180000,17540.570000,17581.430000
2015-10-26,17649.570000,17660.700000,17602.510000,17623.050000
2015-10-23,17525.110000,17679.370000,17525.110000,17646.700000
2015-10-22,17180.880000,17505.180000,17180.880000,17489.160000
2015-10-21,17225.930000,17314.990000,17153.130000,17168.610000
2015-10-20,17228.470000,17264.880000,17147.990000,17217.110000
2015-10-19,17209.430000,17235.950000,17129.190000,17230.540000
2015-10-16,17141.750000,17220.020000,17107.350000,17215.970000
2015-10-15,16944.860000,17144.420000,16933.570000,17141.750000
2015-10-14,17079.080000,17111.380000,16887.670000,16924.750000
2015-10-13,17113.550000,17172.810000,17034.450000,17081.890000
2015-10-12,17082.290000,17139.210000,17064.580000,17131.860000
2015-10-09,17054.690000,17110.880000,17027.230000,17084.490000
2015-10-08,16904.170000,17081.280000,16859.340000,17050.750000
2015-10-07,16805.420000,16963.300000,16765.000000,16912.290000
2015-10-06,16774.020000,16865.090000,16746.030000,16790.190000
2015-10-05,16502.100000,16798.370000,16502.100000,16776.430000
2015-10-02,16258.250000,16472.770000,16013.660000,16472.370000
2015-10-01,16278.620000,16348.870000,16073.820000,16272.010000
2015-09-30,16057.080000,16297.600000,16057.080000,16284.700000
2015-09-29,16001.760000,16118.890000,15942.370000,16049.130000
2015-09-28,16313.260000,16313.260000,15981.850000,16001.890000
2015-09-25,16205.070000,16465.230000,16205.070000,16314.670000
2015-09-24,16257.110000,16257.110000,16016.360000,16201.320000
2015-09-23,16332.810000,16355.290000,16211.980000,16279.890000
2015-09-22,16477.450000,16477.450000,16221.730000,16330.470000
2015-09-21,16406.100000,16578.600000,16391.880000,16510.190000
2015-09-18,16674.740000,16674.740000,16343.760000,16384.580000
2015-09-17,16738.080000,16933.430000,16639.930000,16674.740000
2015-09-16,16599.510000,16755.980000,16593.900000,16739.950000
2015-09-15,16382.580000,16644.110000,16382.580000,16599.850000
2015-09-14,16450.860000,16450.860000,16330.870000,16370.960000
2015-09-11,16330.400000,16434.760000,16244.650000,16433.090000
2015-09-10,16252.570000,16441.940000,16212.080000,16330.400000
2015-09-09,16505.040000,16664.650000,16220.100000,16253.570000
2015-09-08,16109.930000,16503.410000,16109.930000,16492.680000
2015-09-04,16371.760000,16371.760000,16026.610000,16102.380000
2015-09-03,16364.340000,16550.070000,16317.310000,16374.760000
2015-09-02,16058.350000,16352.580000,16058.350000,16351.380000
2015-09-01,16528.030000,16528.030000,15979.950000,16058.350000
2015-08-31,16632.020000,16632.020000,16444.050000,16528.030000
2015-08-28,16649.420000,16669.970000,16535.180000,16643.010000
2015-08-27,16285.510000,16666.690000,16285.510000,16654.770000
2015-08-26,15676.260000,16303.750000,15676.260000,16285.510000
2015-08-25,15882.270000,16312.940000,15651.240000,15666.440000
2015-08-24,16459.750000,16459.750000,15370.330000,15871.350000
2015-08-21,16990.690000,16990.690000,16459.550000,16459.750000
2015-08-20,17345.320000,17345.320000,16990.690000,16990.690000
2015-08-19,17508.740000,17517.190000,17282.420000,17348.730000
2015-08-18,17537.300000,17568.400000,17486.420000,17511.340000
2015-08-17,17472.660000,17551.400000,17341.720000,17545.180000
2015-08-14,17410.120000,17492.900000,17394.060000,17477.400000
2015-08-13,17401.640000,17481.780000,17341.340000,17408.250000
2015-08-12,17382.930000,17423.900000,17125.810000,17402.510000
2015-08-11,17593.590000,17593.590000,17352.630000,17402.840000
2015-08-10,17375.180000,17629.130000,17375.180000,17615.170000
2015-08-07,17414.940000,17414.940000,17279.080000,17373.380000
2015-08-06,17542.610000,17572.040000,17362.860000,17419.750000
2015-08-05,17555.240000,17661.370000,17492.900000,17540.470000
2015-08-04,17596.930000,17635.780000,17505.500000,17550.690000
2015-08-03,17696.740000,17704.760000,17496.610000,17598.200000
2015-07-31,17755.870000,17783.590000,17671.590000,17689.860000
2015-07-30,17743.240000,17761.250000,17640.850000,17745.980000
2015-07-29,17631.400000,17776.780000,17629.200000,17751.390000
2015-07-28,17449.810000,17650.070000,17449.810000,17630.270000
2015-07-27,17561.780000,17561.780000,17399.170000,17440.590000
2015-07-24,17731.050000,17756.540000,17553.730000,17568.530000
2015-07-23,17853.780000,17860.950000,17705.030000,17731.920000
2015-07-22,17918.350000,17919.350000,17807.410000,17851.040000
2015-07-21,18096.670000,18096.670000,17868.340000,17919.290000
2015-07-20,18085.910000,18137.120000,18064.500000,18100.410000
2015-07-17,18117.580000,18121.120000,18032.060000,18086.450000
2015-07-16,18078.160000,18131.610000,18065.330000,18120.250000
2015-07-15,18053.380000,18090.390000,18010.150000,18050.170000
2015-07-14,17974.610000,18072.820000,17956.170000,18053.580000
2015-07-13,17787.270000,17987.570000,17787.270000,17977.680000
2015-07-10,17561.120000,17797.490000,17561.120000,17760.410000
2015-07-09,17530.380000,17764.850000,17530.380000,17548.620000
2015-07-08,17759.010000,17759.010000,17496.220000,17515.420000
2015-07-07,17684.920000,17793.450000,17465.680000,17776.910000
2015-07-06,17728.080000,17734.360000,17564.360000,17683.580000
2015-07-02,17763.320000,17825.490000,17687.520000,17730.110000
2015-07-01,17638.120000,17801.830000,17638.120000,17757.910000
2015-06-30,17599.960000,17714.660000,17576.500000,17619.510000
2015-06-29,17936.740000,17936.740000,17590.550000,17596.350000
2015-06-26,17892.030000,18013.150000,17892.030000,17946.680000
2015-06-25,17977.110000,18036.100000,17890.360000,17890.360000
2015-06-24,18139.100000,18139.100000,17966.070000,17966.070000
2015-06-23,18121.780000,18188.810000,18108.100000,18144.070000
2015-06-22,18027.630000,18181.670000,18027.630000,18119.780000
2015-06-19,18116.240000,18117.710000,18010.580000,18015.950000
2015-06-18,17944.610000,18174.730000,17944.610000,18115.840000
2015-06-17,17909.580000,17998.000000,17839.650000,17935.740000
2015-06-16,17787.430000,17919.620000,17774.120000,17904.480000
2015-06-15,17890.760000,17890.760000,17698.420000,17791.170000
2015-06-12,18035.830000,18035.830000,17857.070000,17898.840000
2015-06-11,18001.270000,18109.770000,18001.270000,18039.370000
2015-06-10,17765.380000,18045.140000,17765.380000,18000.400000
2015-06-09,17766.950000,17817.830000,17714.970000,17764.040000
2015-06-08,17849.460000,17852.350000,17760.610000,17766.550000
2015-06-05,17905.380000,17940.780000,17822.900000,17849.460000
2015-06-04,18072.470000,18087.150000,17876.950000,17905.580000
2015-06-03,18018.420000,18168.090000,18010.420000,18076.270000
2015-06-02,18033.330000,18091.870000,17925.330000,18011.940000
2015-06-01,18017.820000,18105.830000,17982.060000,18040.370000
2015-05-29,18128.120000,18128.120000,17967.740000,18010.680000
2015-05-28,18154.140000,18154.140000,18066.400000,18126.120000
2015-05-27,18045.080000,18190.350000,18045.080000,18162.990000
2015-05-26,18229.750000,18229.750000,17990.020000,18041.540000
2015-05-22,18286.870000,18286.870000,18217.140000,18232.020000
2015-05-21,18285.870000,18314.890000,18249.900000,18285.740000
2015-05-20,18315.060000,18350.130000,18272.560000,18285.400000
2015-05-19,18300.480000,18351.360000,18261.350000,18312.390000
2015-05-18,18267.250000,18325.540000,18244.260000,18298.880000
2015-05-15,18251.970000,18272.720000,18215.070000,18272.560000
2015-05-14,18062.490000,18255.210000,18062.490000,18252.240000
2015-05-13,18070.370000,18132.790000,18039.200000,18060.490000
2015-05-12,18096.160000,18119.180000,17924.800000,18068.230000
2015-05-11,18187.780000,18199.950000,18089.110000,18105.170000
2015-05-08,17933.640000,18205.230000,17933.640000,18191.110000
2015-05-07,17840.250000,17973.070000,17796.940000,17924.060000
2015-05-06,17934.810000,18019.750000,17733.120000,17841.980000
2015-05-05,18062.530000,18086.010000,17905.710000,17928.200000
2015-05-04,18026.020000,18133.760000,18026.020000,18070.400000
2015-05-01,17859.270000,18028.890000,17859.270000,18024.060000
2015-04-30,18033.330000,18033.330000,17774.890000,17840.520000
2015-04-29,18093.690000,18096.460000,17953.690000,18035.530000
2015-04-28,18035.900000,18119.650000,17917.360000,18110.140000
2015-04-27,18097.890000,18175.560000,18024.660000,18037.970000
2015-04-24,18056.420000,18108.870000,18009.080000,18080.140000
2015-04-23,18031.900000,18133.030000,17966.770000,18058.690000
2015-04-22,17950.820000,18056.020000,17887.760000,18038.270000
