Period,Open,High,Low,Close
2016-07-20,6697.370000,6736.570000,6694.360000,6728.990000
2016-07-19,6695.420000,6711.690000,6660.870000,6697.370000
2016-07-18,6669.240000,6715.580000,6653.670000,6695.420000
2016-07-15,6654.470000,6669.240000,6616.510000,6669.240000
2016-07-14,6670.400000,6743.420000,6648.400000,6654.470000
2016-07-13,6680.690000,6717.170000,6654.640000,6670.400000
2016-07-12,6682.860000,6703.090000,6663.660000,6680.690000
2016-07-11,6590.640000,6695.070000,6590.640000,6682.860000
2016-07-08,6533.790000,6605.830000,6515.240000,6590.640000
2016-07-07,6463.590000,6579.250000,6463.590000,6533.790000
2016-07-06,6545.370000,6580.320000,6432.470000,6463.590000
2016-07-05,6522.260000,6561.580000,6472.250000,6545.370000
2016-07-04,6577.830000,6612.130000,6514.810000,6522.260000
2016-07-01,6504.330000,6587.440000,6498.560000,6577.830000
2016-06-30,6360.060000,6504.330000,6309.980000,6504.330000
2016-06-29,6140.390000,6360.060000,6140.390000,6360.060000
2016-06-28,5982.200000,6170.260000,5982.200000,6140.390000
2016-06-27,6138.690000,6138.690000,5958.660000,5982.200000
2016-06-24,6338.100000,6338.550000,5788.740000,6138.690000
2016-06-23,6261.190000,6380.580000,6261.190000,6338.100000
2016-06-22,6226.550000,6315.620000,6222.010000,6261.190000
2016-06-21,6204.000000,6250.190000,6156.230000,6226.550000
2016-06-20,6021.090000,6236.530000,6021.090000,6204.000000
2016-06-17,5950.480000,6046.100000,5950.480000,6021.090000
2016-06-16,5966.800000,5966.800000,5899.970000,5950.480000
2016-06-15,5923.530000,6007.490000,5923.390000,5966.800000
2016-06-14,6044.970000,6044.970000,5921.720000,5923.530000
2016-06-13,6115.760000,6115.760000,6044.970000,6044.970000
2016-06-10,6231.890000,6231.890000,6097.240000,6115.760000
2016-06-09,6301.520000,6301.730000,6229.070000,6231.890000
2016-06-08,6284.530000,6304.510000,6263.800000,6301.520000
2016-06-07,6273.400000,6322.600000,6273.400000,6284.530000
2016-06-06,6209.630000,6301.560000,6209.630000,6273.400000
2016-06-03,6185.610000,6251.740000,6168.190000,6209.630000
2016-06-02,6191.930000,6220.270000,6173.050000,6185.610000
2016-06-01,6230.790000,6233.180000,6151.900000,6191.930000
2016-05-31,6270.790000,6290.070000,6230.110000,6230.790000
2016-05-27,6265.650000,6275.900000,6250.270000,6270.790000
2016-05-26,6262.850000,6281.730000,6243.490000,6265.650000
2016-05-25,6219.260000,6270.250000,6219.260000,6262.850000
2016-05-24,6136.430000,6231.850000,6109.580000,6219.260000
2016-05-23,6156.320000,6173.060000,6122.570000,6136.430000
2016-05-20,6053.350000,6156.500000,6053.350000,6156.320000
2016-05-19,6165.800000,6165.800000,6050.210000,6053.350000
2016-05-18,6167.770000,6169.330000,6115.990000,6165.800000
2016-05-17,6151.400000,6215.880000,6147.160000,6167.770000
2016-05-16,6138.500000,6157.240000,6092.210000,6151.400000
2016-05-13,6104.190000,6138.500000,6060.100000,6138.500000
2016-05-12,6162.490000,6193.210000,6094.140000,6104.190000
2016-05-11,6156.650000,6172.720000,6131.220000,6162.490000
2016-05-10,6114.810000,6180.190000,6114.810000,6156.650000
2016-05-09,6125.700000,6177.600000,6108.370000,6114.810000
2016-05-06,6117.250000,6129.900000,6054.740000,6125.700000
2016-05-05,6112.020000,6152.590000,6102.290000,6117.250000
2016-05-04,6185.590000,6185.590000,6100.760000,6112.020000
2016-05-03,6241.890000,6270.030000,6159.860000,6185.590000
2016-04-29,6322.400000,6322.400000,6241.890000,6241.890000
2016-04-28,6319.910000,6322.400000,6224.470000,6322.400000
2016-04-27,6284.520000,6319.910000,6255.200000,6319.910000
2016-04-26,6260.920000,6297.880000,6260.920000,6284.520000
2016-04-25,6310.440000,6324.600000,6249.340000,6260.920000
2016-04-22,6381.440000,6381.580000,6289.340000,6310.440000
2016-04-21,6410.260000,6427.320000,6352.930000,6381.440000
2016-04-20,6405.350000,6421.910000,6367.360000,6410.260000
2016-04-19,6353.520000,6418.250000,6353.490000,6405.350000
2016-04-18,6343.750000,6354.880000,6261.710000,6353.520000
2016-04-15,6365.100000,6372.520000,6328.190000,6343.750000
2016-04-14,6362.890000,6373.930000,6335.400000,6365.100000
2016-04-13,6242.390000,6362.890000,6242.390000,6362.890000
2016-04-12,6200.120000,6248.270000,6176.280000,6242.390000
2016-04-11,6204.410000,6229.660000,6165.460000,6200.120000
2016-04-08,6136.890000,6216.280000,6136.890000,6204.410000
2016-04-07,6161.630000,6204.110000,6119.380000,6136.890000
2016-04-06,6091.230000,6161.630000,6091.230000,6161.630000
2016-04-05,6164.720000,6164.740000,6061.850000,6091.230000
2016-04-04,6146.050000,6201.950000,6132.900000,6164.720000
2016-04-01,6174.900000,6174.900000,6076.890000,6146.050000
2016-03-31,6203.170000,6203.390000,6149.820000,6174.900000
2016-03-30,6105.900000,6221.800000,6105.900000,6203.170000
2016-03-29,6106.480000,6156.670000,6070.770000,6105.900000
2016-03-24,6199.110000,6199.110000,6090.030000,6106.480000
2016-03-23,6192.740000,6216.760000,6171.130000,6199.110000
2016-03-22,6184.580000,6193.470000,6110.390000,6192.740000
2016-03-21,6189.640000,6215.300000,6154.120000,6184.580000
2016-03-18,6201.120000,6237.020000,6186.240000,6189.640000
2016-03-17,6175.490000,6220.020000,6125.700000,6201.120000
2016-03-16,6139.970000,6186.180000,6134.270000,6175.490000
2016-03-15,6174.570000,6174.570000,6114.770000,6139.970000
2016-03-14,6139.790000,6197.830000,6139.790000,6174.570000
2016-03-11,6036.700000,6150.880000,6036.700000,6139.790000
2016-03-10,6146.320000,6203.400000,6036.700000,6036.700000
2016-03-09,6125.440000,6174.820000,6118.230000,6146.320000
2016-03-08,6182.400000,6182.450000,6101.890000,6125.440000
2016-03-07,6199.430000,6216.100000,6125.640000,6182.400000
2016-03-04,6130.460000,6204.140000,6130.460000,6199.430000
2016-03-03,6147.060000,6173.700000,6108.350000,6130.460000
2016-03-02,6152.880000,6194.010000,6097.770000,6147.060000
2016-03-01,6097.090000,6153.750000,6070.510000,6152.880000
2016-02-29,6096.010000,6104.980000,6033.210000,6097.090000
2016-02-26,6012.810000,6115.370000,6012.810000,6096.010000
2016-02-25,5867.180000,6028.970000,5867.180000,6012.810000
2016-02-24,5962.310000,5966.730000,5845.550000,5867.180000
2016-02-23,6037.730000,6037.730000,5954.180000,5962.310000
2016-02-22,5950.230000,6065.810000,5950.230000,6037.730000
2016-02-19,5971.950000,6001.220000,5916.260000,5950.230000
2016-02-18,6030.320000,6036.460000,5948.250000,5971.950000
2016-02-17,5862.170000,6030.320000,5862.170000,6030.320000
2016-02-16,5824.280000,5880.720000,5812.490000,5862.170000
2016-02-15,5707.600000,5844.530000,5707.600000,5824.280000
2016-02-12,5536.970000,5707.600000,5536.970000,5707.600000
2016-02-11,5672.300000,5672.300000,5499.510000,5536.970000
2016-02-10,5632.190000,5712.780000,5616.880000,5672.300000
2016-02-09,5689.360000,5739.250000,5596.260000,5632.190000
2016-02-08,5848.060000,5882.430000,5666.130000,5689.360000
2016-02-05,5898.760000,5945.900000,5839.360000,5848.060000
2016-02-04,5837.140000,5938.120000,5831.120000,5898.760000
2016-02-03,5922.010000,5924.580000,5791.040000,5837.140000
2016-02-02,6060.100000,6060.450000,5889.600000,5922.010000
2016-02-01,6083.790000,6115.110000,5993.840000,6060.100000
2016-01-29,5931.780000,6083.790000,5931.780000,6083.790000
2016-01-28,5990.370000,6020.540000,5889.370000,5931.780000
2016-01-27,5911.460000,5990.370000,5870.750000,5990.370000
2016-01-26,5877.000000,5919.170000,5771.370000,5911.460000
2016-01-25,5900.010000,5933.470000,5851.830000,5877.000000
2016-01-22,5773.790000,5926.940000,5773.790000,5900.010000
2016-01-21,5673.580000,5781.240000,5659.150000,5773.790000
2016-01-20,5876.800000,5876.800000,5639.880000,5673.580000
2016-01-19,5779.920000,5915.690000,5779.920000,5876.800000
2016-01-18,5804.100000,5852.090000,5766.500000,5779.920000
2016-01-15,5918.230000,5934.620000,5769.230000,5804.100000
2016-01-14,5960.970000,5960.970000,5829.260000,5918.230000
2016-01-13,5929.240000,6011.130000,5929.240000,5960.970000
2016-01-12,5871.830000,5985.800000,5866.670000,5929.240000
2016-01-11,5912.440000,5941.930000,5871.830000,5871.830000
2016-01-08,5954.080000,6013.380000,5912.440000,5912.440000
2016-01-07,6073.380000,6073.380000,5887.970000,5954.080000
2016-01-06,6137.240000,6137.240000,6018.650000,6073.380000
2016-01-05,6093.430000,6166.260000,6079.230000,6137.240000
2016-01-04,6242.320000,6242.320000,6071.010000,6093.430000
2015-12-31,6274.050000,6278.310000,6233.030000,6242.320000
2015-12-30,6314.570000,6314.570000,6261.480000,6274.050000
2015-12-29,6254.640000,6314.570000,6245.240000,6314.570000
2015-12-24,6240.980000,6259.860000,6236.850000,6254.640000
2015-12-23,6083.100000,6248.500000,6083.100000,6240.980000
2015-12-22,6034.840000,6090.580000,6031.820000,6083.100000
2015-12-21,6052.420000,6113.960000,6034.840000,6034.840000
2015-12-18,6102.540000,6105.570000,6051.740000,6052.420000
2015-12-17,6061.190000,6160.780000,6061.190000,6102.540000
2015-12-16,6017.790000,6089.310000,6016.250000,6061.190000
2015-12-15,5874.060000,6036.680000,5874.060000,6017.790000
2015-12-14,5952.780000,6009.920000,5871.880000,5874.060000
2015-12-11,6088.050000,6088.050000,5949.840000,5952.780000
2015-12-10,6126.680000,6127.090000,6079.960000,6088.050000
2015-12-09,6135.220000,6175.750000,6101.220000,6126.680000
2015-12-08,6223.520000,6224.860000,6120.680000,6135.220000
2015-12-07,6238.290000,6287.230000,6215.170000,6223.520000
2015-12-04,6275.000000,6277.590000,6219.500000,6238.290000
2015-12-03,6420.930000,6444.720000,6275.000000,6275.000000
2015-12-02,6395.650000,6447.340000,6395.200000,6420.930000
2015-12-01,6356.090000,6402.360000,6356.090000,6395.650000
2015-11-30,6375.150000,6387.110000,6329.920000,6356.090000
2015-11-27,6393.130000,6393.130000,6345.300000,6375.150000
2015-11-26,6337.640000,6395.330000,6333.920000,6393.130000
2015-11-25,6277.230000,6348.050000,6277.230000,6337.640000
2015-11-24,6305.490000,6305.490000,6221.330000,6277.230000
2015-11-23,6334.630000,6334.630000,6267.050000,6305.490000
2015-11-20,6329.930000,6360.730000,6311.760000,6334.630000
2015-11-19,6278.970000,6366.850000,6278.970000,6329.930000
2015-11-18,6268.760000,6283.900000,6228.150000,6278.970000
2015-11-17,6146.380000,6269.440000,6146.380000,6268.760000
2015-11-16,6118.280000,6161.900000,6079.790000,6146.380000
2015-11-13,6178.680000,6178.950000,6088.760000,6118.280000
2015-11-12,6297.200000,6300.900000,6178.680000,6178.680000
2015-11-11,6275.280000,6327.160000,6272.690000,6297.200000
2015-11-10,6295.160000,6329.690000,6250.310000,6275.280000
2015-11-09,6353.830000,6380.420000,6292.050000,6295.160000
2015-11-06,6364.900000,6395.190000,6332.730000,6353.830000
2015-11-05,6412.880000,6421.810000,6358.120000,6364.900000
2015-11-04,6383.610000,6459.460000,6383.040000,6412.880000
2015-11-03,6361.800000,6383.610000,6344.700000,6383.610000
2015-11-02,6361.090000,6364.420000,6317.290000,6361.800000
2015-10-30,6395.800000,6410.280000,6337.650000,6361.090000
2015-10-29,6437.800000,6437.850000,6358.160000,6395.800000
2015-10-28,6365.270000,6448.460000,6355.780000,6437.800000
2015-10-27,6417.020000,6419.620000,6365.270000,6365.270000
2015-10-26,6444.080000,6453.000000,6405.380000,6417.020000
2015-10-23,6376.280000,6487.890000,6376.280000,6444.080000
2015-10-22,6348.420000,6387.280000,6321.650000,6376.280000
2015-10-21,6345.130000,6387.290000,6316.300000,6348.420000
2015-10-20,6352.330000,6367.750000,6319.250000,6345.130000
2015-10-19,6378.040000,6408.090000,6336.270000,6352.330000
2015-10-16,6338.670000,6398.230000,6338.670000,6378.040000
2015-10-15,6269.610000,6351.430000,6269.610000,6338.670000
2015-10-14,6342.280000,6342.280000,6268.290000,6269.610000
2015-10-13,6371.180000,6371.180000,6303.020000,6342.280000
2015-10-12,6416.160000,6416.160000,6351.340000,6371.180000
2015-10-09,6374.820000,6453.220000,6374.820000,6416.160000
2015-10-08,6336.350000,6380.300000,6303.460000,6374.820000
2015-10-07,6326.160000,6396.340000,6319.770000,6336.350000
2015-10-06,6298.920000,6343.710000,6255.100000,6326.160000
2015-10-05,6129.980000,6301.050000,6129.980000,6298.920000
2015-10-02,6072.470000,6176.200000,6051.620000,6129.980000
2015-10-01,6061.610000,6172.780000,6053.260000,6072.470000
2015-09-30,5909.240000,6061.610000,5909.240000,6061.610000
2015-09-29,5958.860000,5958.860000,5877.080000,5909.240000
2015-09-28,6109.010000,6110.310000,5958.860000,5958.860000
2015-09-25,5961.490000,6120.670000,5961.490000,6109.010000
2015-09-24,6032.240000,6055.640000,5947.190000,5961.490000
2015-09-23,5935.840000,6067.560000,5933.230000,6032.240000
2015-09-22,6108.710000,6111.570000,5935.840000,5935.840000
2015-09-21,6104.110000,6168.740000,6083.640000,6108.710000
2015-09-18,6186.990000,6188.740000,6053.870000,6104.110000
2015-09-17,6229.210000,6239.860000,6182.630000,6186.990000
2015-09-16,6137.600000,6244.940000,6137.600000,6229.210000
2015-09-15,6084.590000,6158.080000,6019.920000,6137.600000
2015-09-14,6117.760000,6191.820000,6065.430000,6084.590000
2015-09-11,6155.810000,6174.280000,6113.100000,6117.760000
2015-09-10,6229.010000,6229.010000,6127.520000,6155.810000
2015-09-09,6146.100000,6284.170000,6146.100000,6229.010000
2015-09-08,6074.520000,6196.470000,6074.520000,6146.100000
2015-09-07,6042.920000,6125.670000,6042.920000,6074.520000
2015-09-04,6194.100000,6194.100000,6040.490000,6042.920000
2015-09-03,6083.310000,6215.740000,6083.310000,6194.100000
2015-09-02,6058.540000,6161.680000,6021.360000,6083.310000
2015-09-01,6247.940000,6247.940000,6028.710000,6058.540000
2015-08-28,6192.030000,6247.940000,6152.010000,6247.940000
2015-08-27,5979.200000,6212.480000,5979.200000,6192.030000
2015-08-26,6081.340000,6095.050000,5949.940000,5979.200000
2015-08-25,5898.870000,6115.740000,5898.870000,6081.340000
2015-08-24,6187.650000,6187.650000,5768.220000,5898.870000
2015-08-21,6367.890000,6367.890000,6187.650000,6187.650000
2015-08-20,6403.450000,6408.610000,6359.710000,6367.890000
2015-08-19,6526.290000,6526.520000,6403.450000,6403.450000
2015-08-18,6550.300000,6564.550000,6505.690000,6526.290000
2015-08-17,6550.740000,6585.880000,6507.760000,6550.300000
2015-08-14,6568.330000,6603.170000,6544.420000,6550.740000
2015-08-13,6571.190000,6634.710000,6553.450000,6568.330000
2015-08-12,6664.540000,6664.540000,6536.410000,6571.190000
2015-08-11,6736.220000,6736.220000,6663.980000,6664.540000
2015-08-10,6718.490000,6751.490000,6653.650000,6736.220000
2015-08-07,6747.090000,6754.770000,6718.490000,6718.490000
2015-08-06,6752.410000,6763.340000,6717.490000,6747.090000
2015-08-05,6686.570000,6764.820000,6686.570000,6752.410000
2015-08-04,6688.620000,6715.510000,6644.650000,6686.570000
2015-08-03,6696.280000,6710.790000,6668.180000,6688.620000
2015-07-31,6668.870000,6705.420000,6646.260000,6696.280000
2015-07-30,6631.000000,6697.400000,6631.000000,6668.870000
2015-07-29,6555.280000,6634.040000,6555.280000,6631.000000
2015-07-28,6505.130000,6569.450000,6505.130000,6555.280000
2015-07-27,6579.810000,6589.480000,6495.670000,6505.130000
2015-07-24,6655.010000,6684.810000,6573.960000,6579.810000
2015-07-23,6667.340000,6711.490000,6644.850000,6655.010000
2015-07-22,6769.070000,6769.070000,6653.390000,6667.340000
2015-07-21,6788.690000,6800.130000,6758.750000,6769.070000
2015-07-20,6775.080000,6813.410000,6772.090000,6788.690000
2015-07-17,6796.450000,6799.780000,6764.800000,6775.080000
2015-07-16,6753.750000,6805.140000,6752.090000,6796.450000
2015-07-15,6753.750000,6775.910000,6728.490000,6753.750000
2015-07-14,6737.950000,6753.750000,6710.620000,6753.750000
2015-07-13,6673.380000,6743.050000,6673.380000,6737.950000
2015-07-10,6581.630000,6687.570000,6581.630000,6673.380000
2015-07-09,6490.700000,6594.180000,6490.700000,6581.630000
2015-07-08,6432.210000,6515.060000,6430.360000,6490.700000
2015-07-07,6535.680000,6543.800000,6432.210000,6432.210000
2015-07-06,6585.780000,6585.780000,6506.710000,6535.680000
2015-07-03,6630.470000,6630.750000,6572.460000,6585.780000
2015-07-02,6608.590000,6647.700000,6600.370000,6630.470000
2015-07-01,6520.980000,6637.340000,6520.980000,6608.590000
2015-06-30,6620.480000,6620.750000,6520.980000,6520.980000
2015-06-29,6753.700000,6753.700000,6598.640000,6620.480000
2015-06-26,6807.820000,6807.820000,6731.130000,6753.700000
2015-06-25,6844.800000,6869.040000,6798.800000,6807.820000
2015-06-24,6834.870000,6873.430000,6834.320000,6844.800000
2015-06-23,6825.670000,6856.490000,6825.670000,6834.870000
2015-06-22,6710.450000,6825.670000,6710.450000,6825.670000
2015-06-19,6707.880000,6759.290000,6691.820000,6710.450000
2015-06-18,6680.550000,6707.880000,6625.160000,6707.880000
2015-06-17,6710.100000,6731.540000,6665.950000,6680.550000
2015-06-16,6710.520000,6723.490000,6656.900000,6710.100000
2015-06-15,6784.920000,6784.920000,6708.500000,6710.520000
2015-06-12,6846.740000,6846.740000,6760.060000,6784.920000
2015-06-11,6830.270000,6870.190000,6807.290000,6846.740000
2015-06-10,6753.800000,6843.570000,6734.150000,6830.270000
2015-06-09,6790.040000,6803.750000,6736.880000,6753.800000
2015-06-08,6804.600000,6827.160000,6781.660000,6790.040000
2015-06-05,6859.240000,6859.240000,6785.150000,6804.600000
2015-06-04,6950.460000,6950.460000,6838.950000,6859.240000
2015-06-03,6928.270000,6985.690000,6901.790000,6950.460000
2015-06-02,6953.580000,6972.250000,6872.120000,6928.270000
2015-06-01,6984.430000,7037.580000,6942.660000,6953.580000
2015-05-29,7040.920000,7069.930000,6967.920000,6984.430000
2015-05-28,7033.330000,7049.620000,7005.880000,7040.920000
2015-05-27,6948.990000,7054.140000,6948.620000,7033.330000
2015-05-26,7031.720000,7039.550000,6930.280000,6948.990000
2015-05-22,7013.470000,7061.660000,7013.470000,7031.720000
2015-05-21,7007.260000,7026.010000,6994.260000,7013.470000
2015-05-20,6995.100000,7018.700000,6962.060000,7007.260000
2015-05-19,6968.870000,7011.350000,6968.870000,6995.100000
2015-05-18,6960.490000,7015.490000,6931.640000,6968.870000
2015-05-15,6973.040000,7009.410000,6937.120000,6960.490000
2015-05-14,6949.630000,6977.930000,6884.630000,6973.040000
2015-05-13,6933.800000,6989.910000,6920.650000,6949.630000
2015-05-12,7029.850000,7029.850000,6887.520000,6933.800000
2015-05-11,7046.820000,7083.720000,7025.170000,7029.850000
2015-05-08,6886.950000,7046.820000,6885.790000,7046.820000
2015-05-07,6933.740000,6933.740000,6810.050000,6886.950000
2015-05-06,6927.580000,6974.820000,6913.460000,6933.740000
2015-05-05,6985.950000,7053.180000,6927.580000,6927.580000
2015-05-01,6960.630000,6995.410000,6919.390000,6985.950000
2015-04-30,6946.280000,6970.340000,6906.240000,6960.630000
2015-04-29,7030.530000,7058.190000,6945.560000,6946.280000
2015-04-28,7103.980000,7103.990000,6983.970000,7030.530000
2015-04-27,7070.700000,7122.740000,7025.270000,7103.980000
2015-04-24,7053.670000,7102.590000,7051.170000,7070.700000
2015-04-23,7028.240000,7055.150000,6995.790000,7053.670000
2015-04-22,7062.930000,7092.340000,6997.150000,7028.240000
